;_id;instance;class;frequency;pidspread;pldspread;modifications
80;63817575;normalization;priority;4;1;4;"[{""_id"":{""$numberLong"":""63817572""},""ipremod"":"""",""ipostmod"":"""",""cpremod"":"""",""cpostmod"":""for sam"",""frequency"":1.0,""pidspread"":1,""pldspread"":1,""pids"":""p8a;"",""plds"":""hotair.com;"",""provids"":""233250365;""},{""_id"":{""$numberLong"":""63817573""},""ipremod"":"""",""ipostmod"":""of relation"",""cpremod"":""key"",""cpostmod"":"""",""frequency"":1.0,""pidspread"":1,""pldspread"":1,""pids"":""p8a;"",""plds"":""rt.com;"",""provids"":""292333631;""},{""_id"":{""$numberLong"":""63817574""},""ipremod"":"""",""ipostmod"":"""",""cpremod"":"""",""cpostmod"":"""",""frequency"":1.0,""pidspread"":1,""pldspread"":1,""pids"":""p8a;"",""plds"":""richarddingwall.name;"",""provids"":""239876386;""},{""_id"":{""$numberLong"":""63817575""},""ipremod"":""linguistic"",""ipostmod"":""in health"",""cpremod"":"""",""cpostmod"":""of the ministry"",""frequency"":1.0,""pidspread"":1,""pldspread"":1,""pids"":""p8a;"",""plds"":""cap.org;"",""provids"":""141157304;""}]"
81;136779256;northwest;safety;1;1;1;"[{""_id"":{""$numberLong"":""136779256""},""ipremod"":"""",""ipostmod"":"""",""cpremod"":""flight"",""cpostmod"":"""",""frequency"":1.0,""pidspread"":1,""pldspread"":1,""pids"":""p8a;"",""plds"":""worthpoint.com;"",""provids"":""420305651;""}]"
82;365932273;north;scrub;4;4;4;"[{""_id"":{""$numberLong"":""365932270""},""ipremod"":""arab"",""ipostmod"":"""",""cpremod"":"""",""cpostmod"":"""",""frequency"":1.0,""pidspread"":1,""pldspread"":1,""pids"":""p23a;"",""plds"":""newint.org;"",""provids"":""41535525;""},{""_id"":{""$numberLong"":""365932271""},""ipremod"":"""",""ipostmod"":""of toronto"",""cpremod"":"""",""cpostmod"":""once a season"",""frequency"":1.0,""pidspread"":1,""pldspread"":1,""pids"":""p8b;"",""plds"":""moomba.com;"",""provids"":""384371092;""},{""_id"":{""$numberLong"":""365932272""},""ipremod"":""degree"",""ipostmod"":""of east"",""cpremod"":"""",""cpostmod"":""in every direction"",""frequency"":1.0,""pidspread"":1,""pldspread"":1,""pids"":""p25;"",""plds"":""adelaide.edu.au;"",""provids"":""78630106;""},{""_id"":{""$numberLong"":""365932273""},""ipremod"":"""",""ipostmod"":"""",""cpremod"":"""",""cpostmod"":"""",""frequency"":1.0,""pidspread"":1,""pldspread"":1,""pids"":""p23d;"",""plds"":""wakeworld.com;"",""provids"":""339112211;""}]"
83;121767221;number;might;11;7;9;"[{""_id"":{""$numberLong"":""121767211""},""ipremod"":""phone"",""ipostmod"":"""",""cpremod"":"""",""cpostmod"":"""",""frequency"":1.0,""pidspread"":1,""pldspread"":1,""pids"":""p2;"",""plds"":""lasvegassun.com;"",""provids"":""454490612;""},{""_id"":{""$numberLong"":""121767212""},""ipremod"":"""",""ipostmod"":""64"",""cpremod"":""sheet"",""cpostmod"":"""",""frequency"":1.0,""pidspread"":1,""pldspread"":1,""pids"":""p16;"",""plds"":""google.com;"",""provids"":""444836290;""},{""_id"":{""$numberLong"":""121767213""},""ipremod"":"""",""ipostmod"":""of recharge"",""cpremod"":"""",""cpostmod"":"""",""frequency"":1.0,""pidspread"":1,""pldspread"":1,""pids"":""p16;"",""plds"":""w3.org;"",""provids"":""64612980;""},{""_id"":{""$numberLong"":""121767214""},""ipremod"":""tail"",""ipostmod"":"""",""cpremod"":""flag"",""cpostmod"":"""",""frequency"":1.0,""pidspread"":1,""pldspread"":1,""pids"":""p3a;"",""plds"":""lasvegassun.com;"",""provids"":""37012396;""},{""_id"":{""$numberLong"":""121767215""},""ipremod"":"""",""ipostmod"":"""",""cpremod"":"""",""cpostmod"":"""",""frequency"":1.0,""pidspread"":1,""pldspread"":1,""pids"":""p16;"",""plds"":""w3.org;"",""provids"":""433842889;""},{""_id"":{""$numberLong"":""121767216""},""ipremod"":"""",""ipostmod"":""of ground troops"",""cpremod"":"""",""cpostmod"":""of united states"",""frequency"":1.0,""pidspread"":1,""pldspread"":1,""pids"":""p3a;"",""plds"":""enterstageright.com;"",""provids"":""190016861;""},{""_id"":{""$numberLong"":""121767217""},""ipremod"":"""",""ipostmod"":""three"",""cpremod"":"""",""cpostmod"":"""",""frequency"":1.0,""pidspread"":1,""pldspread"":1,""pids"":""p8a;"",""plds"":""mimi.hu;"",""provids"":""75428309;""},{""_id"":{""$numberLong"":""121767218""},""ipremod"":""acoustic magic"",""ipostmod"":"""",""cpremod"":"""",""cpostmod"":"""",""frequency"":1.0,""pidspread"":1,""pldspread"":1,""pids"":""p23b;"",""plds"":""allaboutjazz.com;"",""provids"":""309529757;""},{""_id"":{""$numberLong"":""121767219""},""ipremod"":""chassis"",""ipostmod"":"""",""cpremod"":"""",""cpostmod"":"""",""frequency"":1.0,""pidspread"":1,""pldspread"":1,""pids"":""p23d;"",""plds"":""honestjohn.co.uk;"",""provids"":""339248323;""},{""_id"":{""$numberLong"":""121767220""},""ipremod"":"""",""ipostmod"":""of hero"",""cpremod"":""other"",""cpostmod"":"""",""frequency"":1.0,""pidspread"":1,""pldspread"":1,""pids"":""p8a;"",""plds"":""thehightechsociety.com;"",""provids"":""122337388;""},{""_id"":{""$numberLong"":""121767221""},""ipremod"":"""",""ipostmod"":"""",""cpremod"":""paint"",""cpostmod"":"""",""frequency"":1.0,""pidspread"":1,""pldspread"":1,""pids"":""p28d;"",""plds"":""docstoc.com;"",""provids"":""94211177;""}]"
84;382170021;13-of-15;line;2;1;2;"[{""_id"":{""$numberLong"":""382170020""},""ipremod"":"""",""ipostmod"":"""",""cpremod"":"""",""cpostmod"":""on the night"",""frequency"":1.0,""pidspread"":1,""pldspread"":1,""pids"":""p3a;"",""plds"":""go.com;"",""provids"":""390954629;""},{""_id"":{""$numberLong"":""382170021""},""ipremod"":"""",""ipostmod"":"""",""cpremod"":"""",""cpostmod"":"""",""frequency"":1.0,""pidspread"":1,""pldspread"":1,""pids"":""p3a;"",""plds"":""lsugoldeneagles.com;"",""provids"":""10772737;""}]"
85;265538957;ok;instructer;1;1;1;"[{""_id"":{""$numberLong"":""265538957""},""ipremod"":"""",""ipostmod"":"""",""cpremod"":"""",""cpostmod"":"""",""frequency"":1.0,""pidspread"":1,""pldspread"":1,""pids"":""p8b;"",""plds"":""rcgroups.com;"",""provids"":""372319967;""}]"
86;433632020;orlando;kessler;1;1;1;"[{""_id"":{""$numberLong"":""433632020""},""ipremod"":""grand bohemian hotel"",""ipostmod"":"""",""cpremod"":""art collector richard"",""cpostmod"":"""",""frequency"":1.0,""pidspread"":1,""pldspread"":1,""pids"":""p3a;"",""plds"":""orlandomagazine.com;"",""provids"":""232927190;""}]"
87;231204127;other;tsunami;3;3;3;"[{""_id"":{""$numberLong"":""231204127""},""ipremod"":"""",""ipostmod"":"""",""cpremod"":"""",""cpostmod"":"""",""frequency"":3.0,""pidspread"":3,""pldspread"":3,""pids"":""p8a;p8b;p3a;"",""plds"":""aish.com;ic-mp.org;dana-haynes.com;"",""provids"":""253740364;215751696;262241675;""}]"
88;186075885;pakistan;ex-colony;2;2;2;"[{""_id"":{""$numberLong"":""186075885""},""ipremod"":"""",""ipostmod"":"""",""cpremod"":"""",""cpostmod"":"""",""frequency"":2.0,""pidspread"":2,""pldspread"":2,""pids"":""p5;p1;"",""plds"":""economist.com;questia.com;"",""provids"":""153535407;373645112;""}]"
89;243735969;parable;aggression;1;1;1;"[{""_id"":{""$numberLong"":""243735969""},""ipremod"":"""",""ipostmod"":"""",""cpremod"":"""",""cpostmod"":""by author"",""frequency"":1.0,""pidspread"":1,""pldspread"":1,""pids"":""p28c;"",""plds"":""abc.net.au;"",""provids"":""85049406;""}]"
90;298293257;paula;surprise;2;2;2;"[{""_id"":{""$numberLong"":""298293256""},""ipremod"":""rosenblatt"",""ipostmod"":"""",""cpremod"":""big"",""cpostmod"":"""",""frequency"":1.0,""pidspread"":1,""pldspread"":1,""pids"":""p8d;"",""plds"":""pbs.org;"",""provids"":""19681553;""},{""_id"":{""$numberLong"":""298293257""},""ipremod"":"""",""ipostmod"":"""",""cpremod"":"""",""cpostmod"":"""",""frequency"":1.0,""pidspread"":1,""pldspread"":1,""pids"":""p8a;"",""plds"":""tvline.com;"",""provids"":""383644894;""}]"
91;380899753;paycheck;meal;2;2;2;"[{""_id"":{""$numberLong"":""380899753""},""ipremod"":"""",""ipostmod"":"""",""cpremod"":"""",""cpostmod"":"""",""frequency"":2.0,""pidspread"":2,""pldspread"":2,""pids"":""p8a;p8b;"",""plds"":""cnjonline.com;wolfgangsvault.com;"",""provids"":""428757026;296486983;""}]"
92;265625812;pc;applicatio;1;1;1;"[{""_id"":{""$numberLong"":""265625812""},""ipremod"":""advanced font viewer"",""ipostmod"":"""",""cpremod"":""comprehensive"",""cpostmod"":"""",""frequency"":1.0,""pidspread"":1,""pldspread"":1,""pids"":""p8a;"",""plds"":""dafont.com;"",""provids"":""264615483;""}]"
93;139132257;photobucket;editing;9;3;9;"[{""_id"":{""$numberLong"":""139132254""},""ipremod"":"""",""ipostmod"":"""",""cpremod"":""online video"",""cpostmod"":"""",""frequency"":5.0,""pidspread"":1,""pldspread"":5,""pids"":""p5;"",""plds"":""photographybb.com;dpreview.com;imaging-resource.com;imaginginfo.com;adobe.com;"",""provids"":""196489438;256949715;360377303;257204518;359356386;""},{""_id"":{""$numberLong"":""139132255""},""ipremod"":"""",""ipostmod"":"""",""cpremod"":"""",""cpostmod"":"""",""frequency"":2.0,""pidspread"":2,""pldspread"":2,""pids"":""p5;p8a;"",""plds"":""shutterbug.com;gnip.com;"",""provids"":""148796396;52253868;""},{""_id"":{""$numberLong"":""139132256""},""ipremod"":"""",""ipostmod"":"""",""cpremod"":""video"",""cpostmod"":""through partner"",""frequency"":1.0,""pidspread"":1,""pldspread"":1,""pids"":""p5;"",""plds"":""blogspot.com;"",""provids"":""13078929;""},{""_id"":{""$numberLong"":""139132257""},""ipremod"":"""",""ipostmod"":"""",""cpremod"":""online photo"",""cpostmod"":"""",""frequency"":1.0,""pidspread"":1,""pldspread"":1,""pids"":""p4;"",""plds"":""wacom.com;"",""provids"":""316380244;""}]"
94;243760643;philips;exaltation;1;1;1;"[{""_id"":{""$numberLong"":""243760643""},""ipremod"":""john"",""ipostmod"":""1"",""cpremod"":"""",""cpostmod"":""of paltry subject"",""frequency"":1.0,""pidspread"":1,""pldspread"":1,""pids"":""p5;"",""plds"":""bartleby.com;"",""provids"":""368314218;""}]"
95;450286725;pm;synesthesium;2;2;2;"[{""_id"":{""$numberLong"":""450286725""},""ipremod"":"""",""ipostmod"":"""",""cpremod"":"""",""cpostmod"":"""",""frequency"":2.0,""pidspread"":2,""pldspread"":2,""pids"":""p28d;p43;"",""plds"":""gnxp.com;wordpress.com;"",""provids"":""32326746;328940114;""}]"
96;76709207;poverty;muse;1;1;1;"[{""_id"":{""$numberLong"":""76709207""},""ipremod"":"""",""ipostmod"":"""",""cpremod"":"""",""cpostmod"":"""",""frequency"":1.0,""pidspread"":1,""pldspread"":1,""pids"":""p36;"",""plds"":""blogspot.com;"",""provids"":""25301611;""}]"
97;209693125;pub;orhave;1;1;1;"[{""_id"":{""$numberLong"":""209693125""},""ipremod"":"""",""ipostmod"":"""",""cpremod"":""place selling alcohol"",""cpostmod"":"""",""frequency"":1.0,""pidspread"":1,""pldspread"":1,""pids"":""p4;"",""plds"":""lawstuff.org.au;"",""provids"":""185415558;""}]"
98;184025665;recalled;valentine;1;1;1;"[{""_id"":{""$numberLong"":""184025665""},""ipremod"":""pilch"",""ipostmod"":"""",""cpremod"":""early morning"",""cpostmod"":"""",""frequency"":1.0,""pidspread"":1,""pldspread"":1,""pids"":""p8b;"",""plds"":""dawsonnews.com;"",""provids"":""421813325;""}]"
99;404231247;rhythm;elf;1;1;1;"[{""_id"":{""$numberLong"":""404231247""},""ipremod"":"""",""ipostmod"":""of life"",""cpremod"":""american"",""cpostmod"":"""",""frequency"":1.0,""pidspread"":1,""pldspread"":1,""pids"":""p21a;"",""plds"":""stormingthetower.com;"",""provids"":""336677445;""}]"
100;92172679;rmah;image;1;1;1;"[{""_id"":{""$numberLong"":""92172679""},""ipremod"":""human figure"",""ipostmod"":"""",""cpremod"":"""",""cpostmod"":"""",""frequency"":1.0,""pidspread"":1,""pldspread"":1,""pids"":""p3a;"",""plds"":""archeolog-home.com;"",""provids"":""101256220;""}]"
101;201894924;roark;rest;3;2;3;"[{""_id"":{""$numberLong"":""201894923""},""ipremod"":""san francisco"",""ipostmod"":""5-4"",""cpremod"":"""",""cpostmod"":""of the pop"",""frequency"":2.0,""pidspread"":1,""pldspread"":2,""pids"":""p3a;"",""plds"":""spjournal.com;mantecabulletin.com;"",""provids"":""47318687;356494804;""},{""_id"":{""$numberLong"":""201894924""},""ipremod"":""former starter tanner"",""ipostmod"":"""",""cpremod"":"""",""cpostmod"":""of the bullpen"",""frequency"":1.0,""pidspread"":1,""pldspread"":1,""pids"":""p21a;"",""plds"":""tickpick.com;"",""provids"":""181270913;""}]"
102;390484094;schwab;beyond;1;1;1;"[{""_id"":{""$numberLong"":""390484094""},""ipremod"":""competent"",""ipostmod"":"""",""cpremod"":"""",""cpostmod"":"""",""frequency"":1.0,""pidspread"":1,""pldspread"":1,""pids"":""p8a;"",""plds"":""glassdoor.com;"",""provids"":""212671449;""}]"
103;482339352;sciences;cradle;1;1;1;"[{""_id"":{""$numberLong"":""482339352""},""ipremod"":""precision ultrafast light"",""ipostmod"":"""",""cpremod"":"""",""cpostmod"":""of innovative idea"",""frequency"":1.0,""pidspread"":1,""pldspread"":1,""pids"":""p8a;"",""plds"":""uah.edu;"",""provids"":""346804385;""}]"
104;268660971;seconds;warmth;2;2;2;"[{""_id"":{""$numberLong"":""268660970""},""ipremod"":""few"",""ipostmod"":"""",""cpremod"":"""",""cpostmod"":"""",""frequency"":1.0,""pidspread"":1,""pldspread"":1,""pids"":""p8b;"",""plds"":""blogspot.com;"",""provids"":""264010819;""},{""_id"":{""$numberLong"":""268660971""},""ipremod"":"""",""ipostmod"":"""",""cpremod"":"""",""cpostmod"":"""",""frequency"":1.0,""pidspread"":1,""pldspread"":1,""pids"":""p28a;"",""plds"":""harrypotterfanfiction.com;"",""provids"":""323995409;""}]"
105;1231983;shoshanna;protagonist;1;1;1;"[{""_id"":{""$numberLong"":""1231983""},""ipremod"":"""",""ipostmod"":"""",""cpremod"":"""",""cpostmod"":""on the hbo"",""frequency"":1.0,""pidspread"":1,""pldspread"":1,""pids"":""p12a;"",""plds"":""haaretz.com;"",""provids"":""252693169;""}]"
106;200904680;shell;api';1;1;1;"[{""_id"":{""$numberLong"":""200904680""},""ipremod"":""interactive"",""ipostmod"":"""",""cpremod"":"""",""cpostmod"":"""",""frequency"":1.0,""pidspread"":1,""pldspread"":1,""pids"":""p1;"",""plds"":""mongodb.org;"",""provids"":""301745382;""}]"
107;221701292;shown;closure;16;4;6;"[{""_id"":{""$numberLong"":""221701284""},""ipremod"":""rubber septum not"",""ipostmod"":"""",""cpremod"":""pierceable"",""cpostmod"":"""",""frequency"":5.0,""pidspread"":1,""pldspread"":4,""pids"":""p5;"",""plds"":""google.com;google.fr;google.es;google.com.au;"",""provids"":""318550010;78539772;78610601;318535060;78625405;""},{""_id"":{""$numberLong"":""221701285""},""ipremod"":""not"",""ipostmod"":"""",""cpremod"":"""",""cpostmod"":"""",""frequency"":2.0,""pidspread"":2,""pldspread"":2,""pids"":""p5;p10;"",""plds"":""google.com;google.com.au;"",""provids"":""235686433;321378506;""},{""_id"":{""$numberLong"":""221701286""},""ipremod"":""gate valve not"",""ipostmod"":"""",""cpremod"":""suitable"",""cpostmod"":"""",""frequency"":2.0,""pidspread"":1,""pldspread"":2,""pids"":""p5;"",""plds"":""google.com;google.es;"",""provids"":""23059764;23009649;""},{""_id"":{""$numberLong"":""221701287""},""ipremod"":""closure flap not"",""ipostmod"":"""",""cpremod"":""releasable"",""cpostmod"":"""",""frequency"":2.0,""pidspread"":1,""pldspread"":2,""pids"":""p5;"",""plds"":""google.com;freshpatents.com;"",""provids"":""124908572;124989845;""},{""_id"":{""$numberLong"":""221701288""},""ipremod"":""check valve not"",""ipostmod"":"""",""cpremod"":""suitable"",""cpostmod"":"""",""frequency"":1.0,""pidspread"":1,""pldspread"":1,""pids"":""p5;"",""plds"":""google.com;"",""provids"":""21857823;""},{""_id"":{""$numberLong"":""221701289""},""ipremod"":""metal cap not"",""ipostmod"":"""",""cpremod"":"""",""cpostmod"":"""",""frequency"":1.0,""pidspread"":1,""pldspread"":1,""pids"":""p5;"",""plds"":""google.com;"",""provids"":""9245168;""},{""_id"":{""$numberLong"":""221701290""},""ipremod"":""liquiflapper"",""ipostmod"":"""",""cpremod"":"""",""cpostmod"":"""",""frequency"":1.0,""pidspread"":1,""pldspread"":1,""pids"":""p3a;"",""plds"":""packworld.com;"",""provids"":""80902538;""},{""_id"":{""$numberLong"":""221701291""},""ipremod"":""door not"",""ipostmod"":"""",""cpremod"":""suitable"",""cpostmod"":"""",""frequency"":1.0,""pidspread"":1,""pldspread"":1,""pids"":""p5;"",""plds"":""google.com;"",""provids"":""51526179;""},{""_id"":{""$numberLong"":""221701292""},""ipremod"":""various component"",""ipostmod"":"""",""cpremod"":"""",""cpostmod"":""in the sense"",""frequency"":1.0,""pidspread"":1,""pldspread"":1,""pids"":""p8a;"",""plds"":""google.com;"",""provids"":""214551019;""}]"
108;460714625;shin;opponent;1;1;1;"[{""_id"":{""$numberLong"":""460714625""},""ipremod"":"""",""ipostmod"":"""",""cpremod"":"""",""cpostmod"":"""",""frequency"":1.0,""pidspread"":1,""pldspread"":1,""pids"":""p3a;"",""plds"":""randomc.net;"",""provids"":""192442251;""}]"
109;355208782;sirjunlegun;joke;1;1;1;"[{""_id"":{""$numberLong"":""355208782""},""ipremod"":"""",""ipostmod"":""the dia location"",""cpremod"":"""",""cpostmod"":"""",""frequency"":1.0,""pidspread"":1,""pldspread"":1,""pids"":""p8a;"",""plds"":""abovetopsecret.com;"",""provids"":""243422423;""}]"
110;323526698;skirt;wee;10;2;8;"[{""_id"":{""$numberLong"":""323526698""},""ipremod"":"""",""ipostmod"":"""",""cpremod"":"""",""cpostmod"":"""",""frequency"":10.0,""pidspread"":2,""pldspread"":8,""pids"":""p8a;p8b;"",""plds"":""blogspot.co.nz;bethietheboo.com;blogspot.com;thebudgetfashionista.com;cosplay.com;micechat.com;tomandlorenzo.com;auxetically.com;"",""provids"":""56263020;72259200;187486494;140654413;278100547;183998619;246214055;262426351;358454;423326232;""}]"
111;395114780;smoker;plenty;4;3;3;"[{""_id"":{""$numberLong"":""395114777""},""ipremod"":"""",""ipostmod"":"""",""cpremod"":"""",""cpostmod"":""of space"",""frequency"":1.0,""pidspread"":1,""pldspread"":1,""pids"":""p3a;"",""plds"":""canucks.com;"",""provids"":""80075969;""},{""_id"":{""$numberLong"":""395114778""},""ipremod"":""non"",""ipostmod"":"""",""cpremod"":"""",""cpostmod"":""of chair"",""frequency"":1.0,""pidspread"":1,""pldspread"":1,""pids"":""p36;"",""plds"":""cruisecritic.com;"",""provids"":""338329144;""},{""_id"":{""$numberLong"":""395114779""},""ipremod"":"""",""ipostmod"":"""",""cpremod"":"""",""cpostmod"":"""",""frequency"":1.0,""pidspread"":1,""pldspread"":1,""pids"":""p2;"",""plds"":""baltimoresun.com;"",""provids"":""390090783;""},{""_id"":{""$numberLong"":""395114780""},""ipremod"":"""",""ipostmod"":"""",""cpremod"":"""",""cpostmod"":""of chair"",""frequency"":1.0,""pidspread"":1,""pldspread"":1,""pids"":""p36;"",""plds"":""cruisecritic.com;"",""provids"":""338329144;""}]"
112;133764921;something;catchy;5;3;5;"[{""_id"":{""$numberLong"":""133764921""},""ipremod"":"""",""ipostmod"":"""",""cpremod"":"""",""cpostmod"":"""",""frequency"":5.0,""pidspread"":3,""pldspread"":5,""pids"":""p15b;p23b;p43;"",""plds"":""backstage.com;dooyoo.co.uk;metal-archives.com;blogspot.com;animeinstrumentality.net;"",""provids"":""318146004;330109451;104541670;118844398;189945010;""}]"
113;289879047;song;amazonmp3;1;1;1;"[{""_id"":{""$numberLong"":""289879047""},""ipremod"":""touching"",""ipostmod"":"""",""cpremod"":"""",""cpostmod"":"""",""frequency"":1.0,""pidspread"":1,""pldspread"":1,""pids"":""p8a;"",""plds"":""hiroshiwatanabe.com;"",""provids"":""98400818;""}]"
114;454218307;song;moreover;8;4;8;"[{""_id"":{""$numberLong"":""454218305""},""ipremod"":"""",""ipostmod"":"""",""cpremod"":"""",""cpostmod"":"""",""frequency"":6.0,""pidspread"":3,""pldspread"":6,""pids"":""p34;p23d;p23b;"",""plds"":""catholicnewsagency.com;vatican.va;blogspot.com;adoremus.org;hollowverse.com;progarchives.com;"",""provids"":""187436504;364550867;221564902;364686371;364662158;364778748;""},{""_id"":{""$numberLong"":""454218306""},""ipremod"":"""",""ipostmod"":""of the fairy"",""cpremod"":"""",""cpostmod"":"""",""frequency"":1.0,""pidspread"":1,""pldspread"":1,""pids"":""p5;"",""plds"":""sourcetext.com;"",""provids"":""82376043;""},{""_id"":{""$numberLong"":""454218307""},""ipremod"":""lute"",""ipostmod"":"""",""cpremod"":"""",""cpostmod"":"""",""frequency"":1.0,""pidspread"":1,""pldspread"":1,""pids"":""p34;"",""plds"":""sscm-jscm.org;"",""provids"":""107100502;""}]"
115;216545977;sponsorship;monetization;2;1;1;"[{""_id"":{""$numberLong"":""216545976""},""ipremod"":""corporate/charity"",""ipostmod"":"""",""cpremod"":"""",""cpostmod"":"""",""frequency"":1.0,""pidspread"":1,""pldspread"":1,""pids"":""p2;"",""plds"":""typepad.com;"",""provids"":""436514805;""},{""_id"":{""$numberLong"":""216545977""},""ipremod"":"""",""ipostmod"":"""",""cpremod"":"""",""cpostmod"":"""",""frequency"":1.0,""pidspread"":1,""pldspread"":1,""pids"":""p2;"",""plds"":""typepad.com;"",""provids"":""436514805;""}]"
116;405500113;spence;olb;2;2;2;"[{""_id"":{""$numberLong"":""405500113""},""ipremod"":"""",""ipostmod"":"""",""cpremod"":"""",""cpostmod"":"""",""frequency"":2.0,""pidspread"":2,""pldspread"":2,""pids"":""p36;p8b;"",""plds"":""steelersdepot.com;clanram.com;"",""provids"":""251092827;101194825;""}]"
117;180629234;stx-expr;identifier;1;1;1;"[{""_id"":{""$numberLong"":""180629234""},""ipremod"":"""",""ipostmod"":"""",""cpremod"":"""",""cpostmod"":"""",""frequency"":1.0,""pidspread"":1,""pldspread"":1,""pids"":""p8a;"",""plds"":""plt-scheme.org;"",""provids"":""439103719;""}]"
118;31025489;superintendence;service;7;2;4;"[{""_id"":{""$numberLong"":""31025488""},""ipremod"":"""",""ipostmod"":"""",""cpremod"":"""",""cpostmod"":"""",""frequency"":5.0,""pidspread"":2,""pldspread"":2,""pids"":""p1;p28b;"",""plds"":""uky.edu;sfasu.edu;"",""provids"":""385830133;271401939;317313117;140048401;129573689;""},{""_id"":{""$numberLong"":""31025489""},""ipremod"":"""",""ipostmod"":"""",""cpremod"":""expert"",""cpostmod"":""in connection"",""frequency"":2.0,""pidspread"":1,""pldspread"":2,""pids"":""p1;"",""plds"":""nj.gov;state.nj.us;"",""provids"":""95944288;95886089;""}]"
119;345949982;superamp;clarity;1;1;1;"[{""_id"":{""$numberLong"":""345949982""},""ipremod"":"""",""ipostmod"":"""",""cpremod"":"""",""cpostmod"":"""",""frequency"":1.0,""pidspread"":1,""pldspread"":1,""pids"":""p8b;"",""plds"":""audioasylum.com;"",""provids"":""166157145;""}]"
120;38102990;talking;greed;3;1;3;"[{""_id"":{""$numberLong"":""38102990""},""ipremod"":"""",""ipostmod"":"""",""cpremod"":"""",""cpostmod"":"""",""frequency"":3.0,""pidspread"":1,""pldspread"":3,""pids"":""p28c;"",""plds"":""refdesk.com;worldbank.org;slideshare.net;"",""provids"":""289479524;125592342;126675455;""}]"
121;186131433;tactical;re-barrel;1;1;1;"[{""_id"":{""$numberLong"":""186131433""},""ipremod"":""less"",""ipostmod"":"""",""cpremod"":""market"",""cpostmod"":"""",""frequency"":1.0,""pidspread"":1,""pldspread"":1,""pids"":""p21d;"",""plds"":""perfectunion.com;"",""provids"":""246584770;""}]"
122;491593525;taylor;mass;2;2;2;"[{""_id"":{""$numberLong"":""491593525""},""ipremod"":"""",""ipostmod"":"""",""cpremod"":"""",""cpostmod"":"""",""frequency"":2.0,""pidspread"":2,""pldspread"":2,""pids"":""p8a;p27a;"",""plds"":""typepad.com;annarborchronicle.com;"",""provids"":""296385450;175019604;""}]"
123;454345438;tcus;foothill;4;1;4;"[{""_id"":{""$numberLong"":""454345437""},""ipremod"":""tiger conservation units"",""ipostmod"":"""",""cpremod"":"""",""cpostmod"":""of the himalayas"",""frequency"":3.0,""pidspread"":1,""pldspread"":3,""pids"":""p3a;"",""plds"":""projectnoah.org;eol.org;wikipedia.org;"",""provids"":""203001950;217407833;216976258;""},{""_id"":{""$numberLong"":""454345438""},""ipremod"":""tungsten carbide insert"",""ipostmod"":"""",""cpremod"":"""",""cpostmod"":""with various type"",""frequency"":1.0,""pidspread"":1,""pldspread"":1,""pids"":""p3a;"",""plds"":""drillingcontractor.org;"",""provids"":""257271818;""}]"
